"Adresse","Häufigkeit","H2-1","Länge von H2-1","H2-2","Länge von H2-2","Indexierbarkeit","Indexierbarkeitsstatus"
"https://www.delst.de/de/weiterbildung-arbeitsamt/ihk-industriefachwirt-weiterbildung-bildungsgutschein/","2","Informationen zur Weiterbildungsmaßnahme als geprüfte*r IHK-Industriefachwirt*in","80","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/anmeldung/fernstudium/?product=industriefachwirt-ihk-fernstudium","2","Wie möchtest du deine Lehrmaterialien?","38","Wann möchtest du starten?","25","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsbezogene-qualifikationen-ihk/","2","Informationen zur Weiterbildung Wirtschaftsbezogene Qualifikationen IHK","71","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/prozessmanager-digitale-transformation/","2","Informationen zur Weiterbildung zum*zur Prozessmanager*in Digitale Transformation","81","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-betriebswirt/","2","Informationen zur Weiterbildung zum*zur Geprüften Betriebswirt*in","65","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/online-marketing-manager/","2","Informationen zur Weiterbildung zum*zur Online Marketing Manager*in","67","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/qualitaetsmanager/","2","Informationen zur Weiterbildung zum*zur Qualitätsmanager*in","59","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/arbeiten-4-0/","2","Informationen zur Weiterbildung ""Arbeiten 4.0""","46","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/betriebliche-ausbildung/","2","Informationen zur betriebliche Ausbildung 4.0","45","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/wissens-und-transfermanager-4-0/","2","Informationen zur Weiterbildung zum*zur Wissens- und Transfermanager*in 4.0","75","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsfachwirt-ihk-inkl-ada-schein/","2","Informationen zur Weiterbildungsmaßnahme als Wirtschaftsfachwirt*in (IHK) inkl. Ausbildereignung (AdA-Schein)","109","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/vorbereitung-externenpruefung-kauffrau-kaufmann-fuer-bueromanagement-ihk-bildungsgutschein/","2","Informationen zur Vorbereitung Externenprüfung Kaufmann*frau für Büromanagement (IHK)","85","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/datenschutzmanager/","2","Informationen zur Weiterbildung zum*zur Datenschutzmanager*in","61","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-manager-im-gesundheits-und-sozialwesen-4-0/","2","Informationen zur Weiterbildung Geprüfte*r Manager*in im Gesundheits- und Sozialwesen","85","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt/","2","Informationen zur Weiterbildung zum*zur geprüften technischen Betriebswirt*in","77","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/digitaler-kommunikationscoach/","2","Informationen zur Weiterbildung zum*zur digitalen Kommunikationscoach*in","72","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-manager-4-0/","2","Informationen zur Weiterbildung als Geprüfte*r technische*r Manager*in 4.0","74","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt-4-0/","2","Informationen zur Weiterbildung zum*zur geprüften technischen Betriebswirt*in 4.0","81","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/mentaltrainer/","2","Informationen zur Mentaltrainer*in Weiterbildung","48","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-fachwirt-im-gesundheits-und-sozialwesen-ihk-inkl-ada-schein/","2","Informationen zur Weiterbildung zum*zur geprüften Fachwirt*in im Gesundheits- und Sozialwesen (IHK) inkl. AdA-Schein","116","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/change-manager/","2","Informationen zur Weiterbildung als Digital Transformation Manager*in","69","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/vorbereitung-externenpruefung-kaufmann-ecommerce-ihk/","2","Informationen zur Vorbereitung auf die Externenprüfung als Kaufmann*frau im E-Commerce (IHK)","92","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/digital-sales/","2","Informationen zur Weiterbildung ""Digital Sales""","47","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/handelsfachwirt-fernstudium-azav-bildungsgutschein/","2","Informationen zum Fernstudium Handelsfachwirt*in","48","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/kaufmaennisches-wissen-online-azav-bildungsgutschein/","2","Informationen zum kaufmännischen Grundwissen","44","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/digital-transformation-manager-bg/","2","Informationen zur Weiterbildung als Digital Transformation Manager*in","69","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsmanager-4-0/","2","Informationen zur Weiterbildung als Geprüfte*r Wirtschaftsmanager*in 4.0","72","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/digitalisierungsmanager/","2","Informationen zur Weiterbildung als Digitalisierungsmanager*in","62","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/vertriebsassistenz-4-0/","2","Informationen zur Weiterbildung zur Vertriebsassistenz 4.0","58","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsmanager/","2","Informationen zur Weiterbildung als Geprüfte*r Wirtschaftsmanager*in","68","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/personalmanager-4-0/","2","Informationen zur Weiterbildung zum*zur Geprüften Betriebswirt*in","65","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-betriebswirt-4-0/","2","Informationen zur Weiterbildung zum*zur Geprüften Betriebswirt*in 4.0","69","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/ada-schein-azav-bildungsgutschein/","2","Informationen zu AdA-Schein Vorbereitung","40","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/weiterbildung-fachwirt-im-sozial-und-gesundheitswesen-azav-bildungsgutschein/","2","Informationen zur Weiterbildung Fachwirt*in im Sozial- und Gesundheitswesen","75","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/ihk-wirtschaftsfachwirt-weiterbildung-bildungsgutschein/","2","Informationen zur Weiterbildungsmaßnahme als Wirtschaftsfachwirt*in","67","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/technischer-fachwirt-weiterbildung-bildungsgutschein/","2","Informationen zur Weiterbildung als Technische*r Fachwirt*in (IHK)","66","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/transformationsmanager-fuer-nachhaltigkeit/","2","Informationen zur Weiterbildung zum*zur Transformationsmanager*in für Nachhaltigkeit","84","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-e-commerce-manager/","2","Informationen zur Weiterbildung zum*zur geprüften E-Commerce Manager*in","71","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt-ihk-inkl-ada-schein/","2","Informationen zur Weiterbildung zum*zur geprüften technischen Betriebswirt*in (IHK) inkl. AdA-Schein","100","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-manager-im-gesundheits-und-sozialwesen/","2","Informationen zur Weiterbildung Geprüfte*r Manager*in im Gesundheits- und Sozialwesen","85","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/qualitaetsmanager-4-0/","2","Informationen zur Weiterbildung zum*zur Qualitätsmanager*in 4.0","63","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/social-media-manager-azav-bildungsgutschein/","2","Information zur Weiterbildungsmaßnahme als Social Media Manager*in","66","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-manager/","2","Informationen zur Weiterbildung als Geprüfte*r technische*r Manager*in","70","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-buchhaltungsassistent/","2","Informationen zur Weiterbildung zum*zur Geprüften Betriebswirt*in","65","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-bueromanager-4-0/","2","Informationen zur Weiterbildung zum*zur geprüften Büromanager*in 4.0","68","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-industriemanager/","2","Informationen zur Weiterbildung Geprüfte*r Industriemanager*in","62","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/agiler-bueromanager/","2","Informationen zur Weiterbildung zum*zur agilen Büromanager*in","61","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-betriebswirt-ihk/","2","Informationen zum Fernstudium Technischer Betriebswirt","54","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/umschulung-kauffrau-fuer-bueromanagement/","2","Informationen zur Umschulung Kaufmann*frau für Büromanagement (IHK)","67","100 % der Kostenübernahme durch Bildungsgutschein","49","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/seo-manager-weiterbildung-azav-bildungsgutschein/","2","Informationen zur SEA / SEO Manager*in Weiterbildung","52","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-technischer-fachwirt-ihk-inkl-ada-schein/","2","Informationen zur Weiterbildung als Technische*r Fachwirt*in (IHK)","66","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/kommunikationstraining-intensiv/","2","Informationen zur Weiterbildung ""Kommunikationstraining intensiv""","65","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/kommunikationstrainer-ausbildung-bildungsgutschein/","2","Informationen zum Kommunikationstrainer*in Fernstudium","54","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/agiler-projektmanager-4-0/","2","Informationen zur Weiterbildung zum*zur Agile*r Projektmanager*in 4.0","69","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/finanz-und-marktanalyst/","2","Informationen zur Weiterbildung zum*zur Finanz- und Marktanalyst*in","67","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-betriebswirt-ihk-cci-inkl-ada-schein/","2","Informationen zur Weiterbildung zum*zur geprüften Betriebswirt*in (IHK) - Master Professional in Business Management (CCI) inkl. AdA-Schein","139","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/datenschutzbeauftragter-weiterbildung-bildungsgutschein/","2","Informationen zur Weiterbildung als Datenschutzbeauftragte*r","60","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
