"Adresse","Häufigkeit","H2-1","Länge von H2-1","H2-2","Länge von H2-2","Indexierbarkeit","Indexierbarkeitsstatus"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-handelsmanager/","2","Informationen zur Weiterbildung zum*zur geprüften Handelsmanager*in","67","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/weiterbildung-digitalisierung-azav-bildungsgutschein/","2","Informationen zum Fernstudium Basiskompetenzen Digitalisierung","62","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/betriebliche-ausbildung-4-0/","2","Informationen zur betriebliche Ausbildung 4.0","45","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/eventmanager/","2","Informationen zur Weiterbildung zum*zur Eventmanager*in","55","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/edv-informationstechnologie-kurs-azav-bildungsgutschein/","2","Informationen zum Fernstudium","29","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/agiler-projektmanager/","2","Informationen zur Weiterbildung zum*zur Agile*r Projektmanager*in","65","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-wirtschaftsassistent/","2","Informationen zur Weiterbildung Geprüfte*r Wirtschaftsassistent*in","66","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/personalmanager/","2","Informationen zur Weiterbildung zum*zur Personalmanager*in","58","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/projektmanager/","2","Informationen zur Weiterbildung zum*zur Projektmanager*in","57","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-bueromanager/","2","Informationen zur Weiterbildung zum*zur geprüften Büromanager*in","64","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/online-marketing-manager-4-0/","2","Informationen zur Weiterbildung zum*zur Online Marketing Manager*in 4.0","71","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/agiler-qualitaets-und-prozessmanager/","2","Informationen zur Weiterbildung zum*zur agilen Qualitäts- und Prozessmanager*in","79","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-industriefachwirt-ihk-inkl-ada-schein/","2","Informationen zur Weiterbildungsmaßnahme als geprüfte*r IHK-Industriefachwirt*in inkl. AdA-Schein","97","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/wirtschaftsbezogene-qualifikationen/","2","Informationen zur Weiterbildung Wirtschaftsbezogene Qualifikationen IHK","71","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-bueroassistent/","2","Informationen zur Weiterbildung zum*zur geprüften Büroassistent*in","66","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/umschulung-kaufmann-ecommerce-ihk/","2","Informationen zur Umschulung zum*zur Kaufmann*frau im E-Commerce (IHK)","70","Berufliche Perspektiven","23","Nicht indexierbar","noindex"
"https://www.delst.de/de/rechnungswesen-online/rechnungswesen-kosten-und-leistungsrechnung-klr/","2","Informationen zur Weiterbildung Kosten- und Leistungsrechnung","61","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/rechnungswesen-online/moderne-finanzbuchfuehrung-online-weiterbildung/","2","Informationen zur Weiterbildung Finanzbuchführung","49","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-betriebswirt-azav-bildungsgutschein/","2","Informationen zur Weiterbildung zum*r Geprüften Betriebswirt*in","63","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/weiterbildung-arbeitsamt/gepruefter-industriemanager-4-0/","2","Informationen zur Weiterbildung Geprüfte*r Industriemanager*in 4.0","66","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/weiterbildung-arbeitsamt/prozessmanager/","2","Informationen zur Weiterbildung zum*zur Prozessmanager*in","57","Berufliche Perspektiven","23","Nicht indexierbar","Canonicalised,noindex"
"https://www.delst.de/de/rechnungswesen-online/controlling-weiterbildung/","2","Informationen zur Weiterbildung Controlling","43","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/rechnungswesen-online/ihk-rechnungswesen-verstehen/","2","Informationen zur Weiterbildung Rechnungswesen","46","Ziele und Perspektiven","22","Indexierbar",""
"https://www.delst.de/de/betriebswirt-ihk-vollzeit/","2","Per Vollzeit-Weiterbildung zum Abschluss als geprüfter, staatlich anerkannter Betriebswirt (IHK)","96","Gezielte Vorbereitung auf die IHK-Prüfung durch die Weiterbildung","65","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/e-sports-manager-ihk/","2","Informationen zum Zertifikatslehrgang E-Sports-Manager (IHK)","60","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/betriebswirt-ihk-erfahrungen/","2","Eine Karriere als Betriebswirt - Erfahrungen und Perspektiven","61","Ein Abschluss einer staatlich anerkannten IHK-Fortbildung bildet den Startschuss in deine Karriere","98","Indexierbar",""
"https://www.delst.de/de/betriebswirt-ihk-sinnvoll/","2","Geprüfter Betriebswirt IHK - wie sinnvoll ist er für den beruflichen Werdegang?","79","Voraussetzungen für die Qualifikation als geprüfter Betriebswirt","64","Indexierbar",""
"https://www.delst.de/de/betriebswirt-ihk-lernmaterial/","2","Welche Lehrmaterialien eignen sich zur Vorbereitung auf die Betriebswirt-Prüfung bei der IHK?","93","Lernen per Fernstudium - eine optimale Prüfungsvorbereitung für Betriebswirte","77","Indexierbar",""
"https://www.delst.de/de/betriebswirt-ihk-gehalt/","2","Betriebswirt IHK - welches Gehalt ist mit diesem Abschluss möglich?","67","Welche Branchen und Aufgabenfelder ermöglichen ein hohes Gehalt als Betriebswirt (IHK)?","87","Indexierbar",""
"https://www.delst.de/de/betriebswirt-ihk-anerkennung/","2","Der geprüfte Betriebswirt IHK und seine Anerkennung in Industrie und Wirtschaft","79","Mit der Weiterbildung als geprüfter Betriebswirt qualifizierst du dich für das gehobene Management","98","Indexierbar",""
"https://www.delst.de/de/news/aktualisierung-pruefungsordnung-gepruefter-betriebswirt/","2","Was bedeutet die Aktualisierung der IHK-Prüfungsordnung für das Fernstudium „Geprüfter Betriebswirt (IHK) - Master Professional in Business-Management CCI“?","156","Was ändert sich?","16","Indexierbar",""
"https://www.delst.de/de/news/informationsveranstaltung-unseres-partners-ehip/","1","Diese Fernstudiengänge könnten dich interessieren:","50","","0","Indexierbar",""
"https://www.delst.de/de/news/ehip-unser-neuer-bildungspartner/","1","Hast du bereits eine Aufstiegsfortbildung beim DeLSt abgeschlossen?","67","","0","Indexierbar",""
"https://www.delst.de/de/news/100-foerderung-ueber-bildungsgutschein/","1","Berufliche Weiterbildung zu 100% über Bildungsgutschein fördern lassen!","71","","0","Indexierbar",""
"https://www.delst.de/de/news/delst-instagram/","1","HEUTE IST DER TAG! Unser DeLSt-Instagram-Profil @delst_elearning wird wiedererweckt.","84","","0","Indexierbar",""
"https://www.delst.de/de/news/seo-sea-manager-ausbildung-jetzt-buchbar/","1","Direkt zum Fernstudium:","23","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-schon-markus-edenharder/","1","Wir stellen dir unseren Tutor vor!","34","","0","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/technischer-betriebswirt-fernstudium/","2","Informationen zum Fernstudium Technischer Betriebswirt","54","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/news/kennen-sie-andrea-haertlein/","1","Haben Sie Interesse an einer Zusammenarbeit?","44","","0","Indexierbar",""
"https://www.delst.de/de/news/fernstudientag-2024/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/wir-sind-top-anbieter-2023/","1","Wir freuen uns darauf von dir zu hören und dich zu unterstützen!","64","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-philipp-raithel/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-stefan-hieronimus/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/neue-oeffnungszeiten/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/adventskalender/","1","„Advent, Advent, ein Lichtlein brennt, erst eins, dann zwei, dann drei, dann vier, dann steht das Christkind vor der Tür!“","122","","0","Indexierbar",""
"https://www.delst.de/de/news/neue-berufliche-weiterbildung-kommunikation-verbessern/","1","Direkt zur Weiterbildung:","25","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-dr-lisa-marholt/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/happy-new-year-2021/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/auszeichnung-exzellenter-anbieter-2024/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/tutorenvorstellung-carsten-kulka/","1","Haben Sie Interesse an einer Zusammenarbeit?","44","","0","Indexierbar",""
"https://www.delst.de/de/news/kennen-sie-aron-labonte/","1","Haben Sie Interesse an einer Zusammenarbeit?","44","","0","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/technischer-fachwirt-fernstudium/","2","Informationen zum Fernstudium","29","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-julia-jorcke/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/scrum-lehrgaenge-buchbar/","2","Hier geht´s direkt zu den Fernlehrgängen:","41","Willst du zuerst einen Blick ins Lernmaterial werfen? Kein Problem!","67","Indexierbar",""
"https://www.delst.de/de/news/kennen-sie-ralf-schemmert/","1","Haben Sie Interesse an einer Zusammenarbeit?","44","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-tom-telschow/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/bueroassistenz-jetzt-buchbar/","1","Hier geht´s direkt zum Fernstudium:","35","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-ela-naeffgen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/englische-ihk-abschluesse/","2","IHK-Abschlüsse Bachelor Professional und Master Professional","60","IHK-Abschluss: Bezeichnung Bachelor Professional / Master Professional","70","Indexierbar",""
"https://www.delst.de/de/news/elearning-digitales-lernen-die-moderne-und-flexible-form-der-weiterbildung/","2","Was ist E-Learning und warum erfährt es eine so hohe Bedeutung?","63","Aus welchen Gründen sollte man sich für das digitale Lernen entscheiden?","72","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-thomas-wiessner/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/delst-besuchen-auf-der-messe-jobkarrieretage2022/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/betrieblicher-gesundheitsmanager-jetzt-buchbar/","1","Direkt zum Fernstudium:","23","","0","Indexierbar",""
"https://www.delst.de/de/news/top-institut-2021-fernstudiumcheck/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-benjamin-lindner/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/wbt-modernes-lernen/","1","Sie möchten mehr über unsere WBTs erfahren? Dann empfehlen wir Ihnen diese Fernstudiengänge:","92","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-alexander-neumann/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-ebru-nal/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/wir-wuenschen-ihnen-ein-glueckliches-gesundes-und-erfolgreiches-neue-jahr/","2","Zum Jahreswechsel möchten wir Sie von Herzen Grüßen und Ihnen viel Glück und Gesundheit für das neue Jahr wünschen!","115","Ihr DeLSt-Team","14","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-marion-freddy-kraemer/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/neuer-fernkurs-ernaehrung-im-natural-bodybuilding/","1","Direkt zur Weiterbildung:","25","","0","Indexierbar",""
"https://www.delst.de/de/news/gepruefter-technischer-betriebswirt-jetzt-buchbar/","1","Hier geht´s direkt zum Fernstudium:","35","","0","Indexierbar",""
"https://www.delst.de/de/news/top-institut-2022-fernstudiumcheck/","1","DeLSt erneut zur beliebtesten Fernschule ernannt","48","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-sonja-theile-ochel/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-rene-gregorczyk/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-dieter-kaiser/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/delst-bewerten-und-gewinnen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/neue-delst-website-online/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/workout-fuer-den-arbeitsplatz/","2","Alle Informationen findest du hier:","35","Du hast Fragen zu den Lehrgängen? Unsere Studienbetreuung steht dir gern mit Rat und Tat zur Seite!","99","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-schon-marina-schemmert/","1","Wir stellen dir unsere Tutorin vor!","35","","0","Indexierbar",""
"https://www.delst.de/de/news/studium-im-alter-ihre-chance-der-weiterbildung-ohne-abitur/","2","Studieren ab 50 - gibt es Besonderheiten bei den Voraussetzungen?","65","Welche Vorteile bietet es für ältere Menschen, zu studieren?","60","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-schon-laura-koch/","1","Wir stellen dir unsere Tutorin vor!","35","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-schon-andreas-gloeckl/","1","Wir stellen dir unseren Tutor vor!","34","","0","Indexierbar",""
"https://www.delst.de/de/news/kaufmann-frau-im-e-commerce-jetzt-buchbar/","2","Hier geht´s direkt zu der Ausbildung:","37","Willst du zuerst einen Blick ins Lernmaterial werfen? Kein Problem!","67","Indexierbar",""
"https://www.delst.de/de/news/selbstaendig-als-mobiler-reitlehrer/","1","Möchten Sie auch Ihre Karriere starten? Dann empfehlen wir Ihnen diese Fernstudiengänge:","88","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-jennifer-safran/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/u/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/abs-asset-back-securities/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/q/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/abwicklungsvertrag/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/m/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/abzahlungsdarlehen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/i/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/d/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/abstraktionsprinzip/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abschreibungen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abweichung-varianz/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abc-analyse/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/absatzpotenzial/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abmaß/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/absatzmittler/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/adrenalinausschuettung/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abstraktes-modell/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/ablauforganisation/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/after-sales-service/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/affiliate-link/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/y/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/aerogen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/ad-extension/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/account/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abszisse/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/digitalisierung-unternehmen-digitale-arbeitswelt/sea-seo-manager-online-fernstudium/","2","Informationen zum Fernstudium SEA / SEO Manager","47","Berufliche Perspektiven","23","Indexierbar",""
"https://www.delst.de/de/lexikon/t/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/absprungrate/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/p/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/l/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/above-the-line-massnahmen-atl/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/absatzvolumen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/h/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/advanced-planning-and-scheduling-aps/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/affinitätsschätzen/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abgeaenderte-annahme/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abstraktionsniveau/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/c/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/adsense/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/affility-marketing/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/affiliate/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/absoluter-marktanteil/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/x/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/adcell/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/a-b-test/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/affektiv/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/administrativ/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/s/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/absatzhelfer/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/o/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/k/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/affinität/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/g/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/f/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/abgaben/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/advanced-persistent-threats/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/affinity/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/absolutheitsprinzip/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/abgabeordnung-ao/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/b/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/ablauf-einer-gewerbeanmeldung/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/w/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/v/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/absatzkanaele/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/adware/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/r/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/n/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/aeuv/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/adaption/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/j/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/e/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/active-sourcing/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/a/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/abschreibungsmethoden/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/lexikon/z/","0","","0","","0","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/lexikon/absatzwerbung/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/tierheilpraktikerin-wird-futtermittelberaterin/","1","Möchten Sie auch Ihre Karriere starten? Dann empfehlen wir Ihnen diese Fernstudiengänge:","88","","0","Indexierbar",""
"https://www.delst.de/de/news/e-learning-projektmanager-buchbar/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-antje-lehmann-benz/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-alexander-toigo/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/fernstudium-vs-praesenzstudium-welche-form-bevorzugen-arbeitgeber/","2","Ist ein Fernstudium gleichwertig mit einem Präsenzstudium?","58","Ist ein Fernstudium im Vergleich zu einem Präsenzstudium schwerer?","66","Indexierbar",""
"https://www.delst.de/de/news/traumjob-betriebswirt/","1","Möchten Sie auch Ihre Karriere starten? Dann empfehlen wir Ihnen diese Fernstudiengänge:","88","","0","Indexierbar",""
"https://www.delst.de/de/news/erfolgsgeschichten-das-delst-sucht-eure-story/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/e-commerce-manager-jetzt-buchbar/","1","Direkt zum Fernstudium:","23","","0","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-sandra-leist/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/ausbildung-der-ausbilder-anpassung-an-die-moderne-arbeitswelt/","2","Was ist neu am Rahmenplan der AEVO?","35","Umsetzung beim DeLSt","20","Indexierbar",""
"https://www.delst.de/de/news/fernstudientag-2023/","0","","0","","0","Indexierbar",""
"https://www.delst.de/de/news/leidenschaft-fuer-pferde/","1","Möchten Sie auch Ihre Karriere starten? Dann empfehlen wir Ihnen diese Fernstudiengänge:","88","","0","Indexierbar",""
