"Adresse","Inhaltstyp","Status-Code","Status","Indexierbarkeit","Indexierbarkeitsstatus"
"https://www.delst.de/de/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/news/neu-pruefungstraining-wirtschaftsbezogene-qualifikationen-ihk/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/studieninfos/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/kalender-bildungsberatung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ueber-uns/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/","text/html; charset=UTF-8","302","Found","Nicht indexierbar","Umgeleitet"
"https://www.delst.de/de/foerdermoeglichkeiten/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/lehrgaenge-reiten/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/industriefachwirt-ihk-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/rabattaktionen/think-outside-the-box/","text/html; charset=utf-8","200","OK","Nicht indexierbar","noindex"
"https://www.delst.de/de/rechnungswesen-online/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/affiliate-partnerprogramm/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/news/e-sports-manager-ihk-neuer-fernlehrgang/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/kalender-videoberatung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/master-professional/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/newsbeitraege/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/lexikon/","text/html; charset=utf-8","200","OK","Nicht indexierbar","Canonicalised"
"https://www.delst.de/de/magazinbeitraege/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/deutsches-elearning-studieninstitut/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/faq/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/wirtschaftsfachwirt/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/digitalisierung-unternehmen-digitale-arbeitswelt/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/bildungscoach/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/online-campus/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-hochschule/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/weiterbildung-personalentwicklung-management/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/datenschutzrichtlinien/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/marketing-vertrieb-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/handelsfachwirt/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/delst-leitsaetze/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/news/kennst-du-sven-arnusch/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsfachwirt-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/weiterbildung-fuer-mitarbeiter-b2b/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ausbildung-der-ausbilder-ada/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/coaching-ausbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/wirtschaft-weiterbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/agb/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/kontakt/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/impressum/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/gepruefter-betriebswirt-ihk-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/handelsfachwirt-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/e-learning-weiterbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/mitarbeiter-massnahmenzertifizierungen-azav/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/beauftrager-fuer-azav-traeger-und-massnahmenzulassung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/prozessmanager/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/markenbotschafter-social-media/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/bildungsmanager-bildungsbereich-kaufmaennische-berufe-ihk-lehrgaenge/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/studienberater-mit-schwerpunkt-vertrieb-b2c/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/bildungsmanager-bildungsbereich-wirtschaft-management/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/stellenangebote/initiativbewerbung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/ausdauertrainer-ausbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/qualitaetsmanagement-gesundheitswesen-weiterbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/spa-ausbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/fernstudium-ernahrungsberater/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/fitnesstrainer-ausbildung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/betrieblicher-gesundheitsmanager-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/studienkonzept/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/lernmethoden/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/studienverlauf/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/qualitaetssicherung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/ihk-weiterbildung/wirtschaftsbezogene-qualifikationen-pruefungsvorbereitung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/selbstlernphase/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/lehrvideos/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/webinare/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/bildungspartner/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/web-based-training/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/delst-abschluesse/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/kindergeld/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/delst-foerderung/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/steuern-sparen/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/studieninfos/foerdermoeglichkeiten/qualifizierungschancengesetz/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/kurzarbeit/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/aufstiegs-bafoeg/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/weitere-foerderprogramme/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/bildungsgutschein/","text/html; charset=utf-8","200","OK","Indexierbar",""
"https://www.delst.de/de/zuschuss-der-bundeslaender/","text/html; charset=utf-8","200","OK","Indexierbar",""
